ACCOUNT_NUMBER,COMPANY_AREA,GEOGRAPHIC_AREA,MONTH_NAME,YEAR_NAME,MONTH_YEAR,TYPE_OF_ACTIVITY,PRODUCT_COMBO,INTERNET_SPEED,SOURCE_OF_SALE,TYPE_OF_CONNECT_INSTALL,CUSTOMER_DISCONNECT_REASON,MONTHLY_RECURRING_REVENUE,EXPENSE_SALES_AND_MARKETING,EXPENSE_CONNECT_INSTALL,EXPENSE_PRODUCT_SUPPORT,TOTAL_EXPENSE,TOTAL_MARGIN
75929852,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75929853,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929854,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929855,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929856,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75929857,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929858,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929859,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929860,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929861,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929862,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929863,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929864,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929865,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75929866,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929867,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929868,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929869,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75929870,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929871,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75929872,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929873,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929874,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929875,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929876,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929877,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929878,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929879,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929880,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929881,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929882,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929883,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929884,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929885,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929886,MID-ATLANTIC AREA,NORTH,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929887,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75929888,MID-ATLANTIC AREA,NORTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929889,MID-ATLANTIC AREA,NORTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929890,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929891,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929892,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929893,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929894,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75929895,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929896,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929897,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929898,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929899,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75929900,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75929901,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929902,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929903,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929904,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929905,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929906,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929907,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929908,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929909,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75929910,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929911,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929912,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929913,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,COMPETITION,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929914,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75929915,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929916,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929917,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929918,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929919,MID-ATLANTIC AREA,NORTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75929920,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929921,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929922,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929923,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929924,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929925,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929926,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$20.00,-$5.00,-$22.00,-$47.00,$28.00
75929927,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929928,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929929,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929930,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929931,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75929932,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929933,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929934,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FAST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$50.00,-$18.00,-$5.00,-$20.00,-$43.00,$7.00
75929935,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929936,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929937,MID-ATLANTIC AREA,NORTH,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75929938,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75929939,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929940,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929941,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929942,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929943,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,COMPETITION,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929944,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75929945,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929946,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTER,,,COMPETITION,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929947,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75929948,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75929949,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75929950,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75929951,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929952,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929953,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929954,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929955,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929956,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929957,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75929958,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75929959,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,CUSTOMER SELF INSTALL,,$100.00,-$20.00,-$5.00,-$22.00,-$47.00,$53.00
75929960,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75929961,MID-ATLANTIC AREA,NORTH-EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75929962,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75929963,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75929964,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929965,MID-ATLANTIC AREA,NORTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929966,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75929967,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75929968,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75929969,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929970,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75929971,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75929972,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
